"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	179	259836	68.9
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Infective and parasitic diseases"	"000-136"	348	262807	132.4
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Neoplasms"	"140-239"	13	262807	4.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	38	262807	14.5
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the blood and blood-forming organs"	"280-289"	19	262807	7.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the nervous system and sense organs"	"320-389"	117	262807	44.5
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the circulatory system"	"390-458"	157	262807	59.7
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the respiratory system"	"460-519"	303	262807	115.3
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the digestive system"	"520-577"	76	262807	28.9
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the genitourinary system"	"580-629"	30	262807	11.4
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	3	262807	1.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Congenital anomalies"	"740-759"	640	262807	243.5
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	2874	262807	1093.6
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	814	262807	309.7
	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	216	262807	82.2
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	46	25334	181.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Neoplasms"	"140-239"	1	25334	3.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	2	25334	7.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	14	25334	55.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	7	25334	27.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	80	25334	315.8
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	12	25334	47.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	1	25334	3.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Congenital anomalies"	"740-759"	60	25334	236.8
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	216	25334	852.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	36	25334	142.1
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	16	25334	63.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	44	27064	162.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Neoplasms"	"140-239"	1	27064	3.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	1	27064	3.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	1	27064	3.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	14	27064	51.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	6	27064	22.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	85	27064	314.1
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	5	27064	18.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	4	27064	14.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	27064	3.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Congenital anomalies"	"740-759"	67	27064	247.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	202	27064	746.4
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	32	27064	118.2
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	20	27064	73.9
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	39	29030	134.3
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Neoplasms"	"140-239"	3	29030	10.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6	29030	20.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	4	29030	13.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	17	29030	58.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	11	29030	37.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	66	29030	227.4
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	7	29030	24.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	29030	3.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	2	29030	6.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Congenital anomalies"	"740-759"	62	29030	213.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	220	29030	757.8
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	27	29030	93.0
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	28	29030	96.5
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	29	30574	94.9
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Neoplasms"	"140-239"	3	30574	9.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	1	30574	3.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	2	30574	6.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	11	30574	36.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	8	30574	26.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	50	30574	163.5
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	10	30574	32.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	2	30574	6.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	1	30574	3.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Congenital anomalies"	"740-759"	67	30574	219.1
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	156	30574	510.2
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	39	30574	127.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	20	30574	65.4
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	32	30998	103.2
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Neoplasms"	"140-239"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	4	30998	12.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	2	30998	6.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	16	30998	51.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	6	30998	19.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	52	30998	167.8
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	8	30998	25.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Congenital anomalies"	"740-759"	60	30998	193.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	170	30998	548.4
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	36	30998	116.1
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	20	30998	64.5
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Infective and parasitic diseases"	"000-136"	18	31705	56.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Neoplasms"	"140-239"	3	31705	9.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	4	31705	12.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the blood and blood-forming organs"	"280-289"	3	31705	9.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Mental disorders"	"290-315"	1	31705	3.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the nervous system and sense organs"	"320-389"	7	31705	22.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the circulatory system"	"390-458"	6	31705	18.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the respiratory system"	"460-519"	46	31705	145.1
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the digestive system"	"520-577"	3	31705	9.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the genitourinary system"	"580-629"	3	31705	9.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	31705	6.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Congenital anomalies"	"740-759"	80	31705	252.3
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Certain causes of perinatal mortality"	"760-778"	166	31705	523.6
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Symptoms and ill-defined conditions"	"780-796"	34	31705	107.2
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	26	31705	82.0
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Infective and parasitic diseases"	"000-136"	32	32639	98.0
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Neoplasms"	"140-239"	2	32639	6.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	3	32639	9.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the blood and blood-forming organs"	"280-289"	2	32639	6.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the nervous system and sense organs"	"320-389"	15	32639	46.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the circulatory system"	"390-458"	17	32639	52.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the respiratory system"	"460-519"	26	32639	79.7
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the digestive system"	"520-577"	6	32639	18.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the genitourinary system"	"580-629"	1	32639	3.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Congenital anomalies"	"740-759"	61	32639	186.9
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Certain causes of perinatal mortality"	"760-778"	172	32639	527.0
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Symptoms and ill-defined conditions"	"780-796"	59	32639	180.8
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	23	32639	70.5
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Infective and parasitic diseases"	"000-136"	30	34383	87.3
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Neoplasms"	"140-239"	1	34383	2.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	2	34383	5.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Diseases of the blood and blood-forming organs"	"280-289"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Mental disorders"	"290-315"	0	0	0.0 (Unreliable)
